Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
2004-07-13;3.897,31;3.919,24;3.892,14;3.903,88;0
2004-07-12;3.911,54;3.928,07;3.884,42;3.893,24;0
2004-07-09;3.932,26;3.932,59;3.882,75;3.924,49;0
2004-07-08;3.921,42;3.936,99;3.894,73;3.934,48;0
2004-07-07;3.944,36;3.958,89;3.922,46;3.930,58;0
2004-07-06;4.001,54;4.008,1;3.935,92;3.944,88;0
2004-07-05;3.998,19;4.011,54;3.991,16;3.995,73;0
2004-07-02;4.030,46;4.030,46;3.990,5;3.998,77;0
2004-07-01;4.078,36;4.101,52;4.026,56;4.035,02;0
2004-06-30;4.070,07;4.090,75;4.052,73;4.052,73;0
2004-06-29;4.067,92;4.086,07;4.050,22;4.069,73;0
2004-06-28;4.016,82;4.076,58;4.004,5;4.069,35;0
2004-06-25;4.006,74;4.020,16;3.987,02;4.013,35;0
2004-06-24;3.954,21;4.012,67;3.954,21;4.007,05;0
2004-06-23;3.933,85;3.966,89;3.933,85;3.945,1;0
2004-06-22;3.985,42;3.985,42;3.916,42;3.928,39;0
2004-06-21;4.008,5;4.029,11;3.977,8;3.989,31;0
2004-06-18;3.976,3;4.004,86;3.966,22;3.999,79;0
2004-06-17;3.996,98;4.018,6;3.971,77;3.985,46;0
2004-06-16;3.991,08;4.014,81;3.991,08;4.003,24;0
2004-06-15;3.946,17;3.995,43;3.933,12;3.987,3;0
2004-06-14;4.008,61;4.008,61;3.939,17;3.948,65;0
2004-06-11;4.017,45;4.019,38;3.993,27;4.014,56;0
2004-06-10;3.997,21;4.027,4;3.992,53;4.021,64;0
2004-06-09;4.024,39;4.036,46;3.990,64;3.997,76;0
2004-06-08;4.021,79;4.040,77;4.003,12;4.018,95;0
2004-06-07;3.973,45;4.025,08;3.973,45;4.017,81;0
2004-06-04;3.917,8;3.973,57;3.913,77;3.961,93;0
2004-06-03;3.890,27;3.917,66;3.870,84;3.917,08;0
2004-06-02;3.868,94;3.917,73;3.868,94;3.888,31;0
2004-06-01;3.924,3;3.929,88;3.856,04;3.864,18;0
2004-05-31;3.904,39;3.927,95;3.898,4;3.921,41;0
2004-05-28;3.921,89;3.940,71;3.892,31;3.902,72;0
2004-05-27;3.872,03;3.926,62;3.872,03;3.913,33;0
2004-05-26;3.830,72;3.901,31;3.830,72;3.867,52;0
2004-05-25;3.859,64;3.859,64;3.809,98;3.828,07;0
2004-05-24;3.842,41;3.901,48;3.842,41;3.867,84;0
2004-05-21;3.842,24;3.869,2;3.808,6;3.831,84;0
2004-05-20;3.855,63;3.855,63;3.812,04;3.839,32;0
2004-05-19;3.799,43;3.883,15;3.799,43;3.872,26;0
2004-05-18;3.756,86;3.796,73;3.754,06;3.789,24;0
2004-05-17;3.801,47;3.801,47;3.710,02;3.754,37;0
2004-05-14;3.824,55;3.833,02;3.769,59;3.803,1;0
2004-05-13;3.781,75;3.827,03;3.779,75;3.824,93;0
2004-05-12;3.846,69;3.851,74;3.769,88;3.776,24;0
2004-05-11;3.790,71;3.850,52;3.790,71;3.849,84;0
2004-05-10;3.894,98;3.894,98;3.776,36;3.784,61;0
2004-05-07;3.909,61;3.923,16;3.852,9;3.895,64;0
2004-05-06;4.011,83;4.012,92;3.900,51;3.909,46;0
2004-05-05;3.975,66;4.029,32;3.964,29;4.022,1;0
2004-05-04;4.002,28;4.018,71;3.976,21;3.990,75;0
2004-05-03;3.972,88;4.011,44;3.945,52;4.007,65;0
2004-04-30;3.998,53;4.008,07;3.968,86;3.985,21;0
2004-04-29;4.051,25;4.061,95;3.987;4.008,91;0
2004-04-28;4.130,49;4.133,86;4.062,59;4.065,74;0
2004-04-27;4.124,69;4.151,08;4.112,86;4.134,1;0
2004-04-26;4.105,97;4.156,89;4.105,97;4.125,83;0
2004-04-23;4.080,37;4.129,14;4.080,37;4.103,62;0
2004-04-22;4.043,37;4.062,83;4.002,45;4.059,15;0
2004-04-21;4.050,47;4.055,26;4.013,3;4.026,15;0
2004-04-20;4.034,28;4.083,27;4.034,28;4.061,13;0
2004-04-19;4.033;4.040,68;3.995,59;4.025,07;0
2004-04-16;4.004,61;4.043,53;3.986,62;4.033,98;0
2004-04-15;4.011,27;4.034,32;3.989,21;4.004,61;0
2004-04-14;4.058,91;4.058,91;3.970,02;4.012,77;0
2004-04-13;4.016,09;4.094,23;4.016,09;4.071,42;0
2004-04-08;4.030,56;4.058,29;4.004,57;4.013,53;0
2004-04-07;4.023,71;4.048,61;4.000,44;4.001,16;0
2004-04-06;4.064,75;4.065,71;4.010,73;4.022,81;0
2004-04-05;4.015,23;4.059,08;4.006,47;4.048,6;0
2004-04-02;3.924,48;4.008,08;3.921,5;4.007,6;0
2004-04-01;3.858,34;3.928,63;3.857,04;3.924,85;0
2004-03-31;3.876,47;3.901,05;3.840,11;3.856,7;0
2004-03-30;3.880,4;3.883,66;3.845,57;3.874,04;0
2004-03-29;3.828,04;3.886,36;3.823,67;3.881,25;0
2004-03-26;3.834,85;3.849,99;3.802,23;3.822,33;0
2004-03-25;3.729,76;3.811,92;3.729,76;3.811,92;0
2004-03-24;3.732,3;3.758,44;3.692,4;3.726,07;0
2004-03-23;3.722,95;3.772,84;3.715,41;3.728,82;0
2004-03-22;3.802,53;3.802,53;3.696,18;3.729,23;0
2004-03-19;3.838,38;3.863,01;3.804,04;3.819,15;0
2004-03-18;3.898,38;3.902,74;3.821,88;3.827,43;0
2004-03-17;3.828,26;3.902,85;3.828,26;3.896,79;0
2004-03-16;3.810,88;3.851,01;3.775,11;3.822,37;0
2004-03-15;3.908,61;3.909,87;3.807,94;3.810,76;0
2004-03-12;3.879,63;3.920,41;3.824,54;3.915,38;0
2004-03-11;4.040,51;4.040,51;3.875,59;3.904,95;0
2004-03-10;4.077,64;4.077,64;4.024,81;4.044,7;0
2004-03-09;4.143,98;4.143,98;4.077,03;4.087,55;0
2004-03-08;4.131,34;4.163,19;4.131,34;4.145,99;0
2004-03-05;4.136,79;4.151,84;4.090,9;4.126,14;0
2004-03-04;4.077,31;4.138,85;4.077,31;4.133,78;0
2004-03-03;4.088,89;4.096,41;4.058,11;4.071,7;0
2004-03-02;4.057,08;4.101,06;4.057,08;4.100,34;0
2004-03-01;4.026,19;4.061,1;4.026,19;4.054,43;0
2004-02-27;4.027,36;4.052,58;4.017,91;4.018,16;0
2004-02-26;4.008,39;4.019,31;3.973,8;4.007,81;0
2004-02-25;3.993,3;4.008,03;3.960,41;3.995,34;0
2004-02-24;4.067,91;4.067,91;3.967,87;3.991,42;0
2004-02-23;4.074,11;4.106,08;4.065,25;4.068,71;0
2004-02-20;4.124,51;4.135,55;4.055,56;4.073,35;0
2004-02-19;4.099,92;4.147,34;4.099,92;4.141,53;0
2004-02-18;4.096,73;4.111,5;4.085,29;4.095,34;0
2004-02-17;4.073,77;4.099,8;4.070,65;4.095,86;0
2004-02-16;4.054,96;4.070,46;4.040,49;4.070,46;0
2004-02-13;4.121,45;4.130,75;4.047,92;4.057,05;0
2004-02-12;4.138,17;4.150,56;4.106,31;4.121,65;0
2004-02-11;4.111,89;4.125,59;4.101,14;4.122,16;0
2004-02-10;4.100,75;4.114,78;4.083,33;4.110,8;0
2004-02-09;4.051,36;4.102,46;4.051,36;4.098,97;0
2004-02-06;4.015,02;4.053,02;4.007,87;4.044,99;0
2004-02-05;4.025,4;4.054,93;4.009,56;4.014,79;0
2004-02-04;4.050,08;4.050,08;4.008,8;4.028,37;0
2004-02-03;4.074,42;4.075,8;4.019;4.057,51;0
2004-02-02;4.062,79;4.087,21;4.046,3;4.071,6;0
2004-01-30;4.106,65;4.116,52;4.048,52;4.058,6;0
2004-01-29;4.117,58;4.126,64;4.092,05;4.095,71;0
2004-01-28;4.124,49;4.157,18;4.105,97;4.150,24;0
2004-01-27;4.141,86;4.175,48;4.129,12;4.134,42;0
2004-01-26;4.152,09;4.152,09;4.116,07;4.128,68;0
2004-01-23;4.140,76;4.164,26;4.130,86;4.151,83;0
2004-01-22;4.144,04;4.171,49;4.129,23;4.139,86;0
2004-01-21;4.109,64;4.138,04;4.099,47;4.138,04;0
2004-01-20;4.141,33;4.156,08;4.101,54;4.106,41;0
2004-01-19;4.111,89;4.151,72;4.111,89;4.139,92;0
2004-01-16;4.090,8;4.122,93;4.090,8;4.111,64;0
2004-01-15;4.047,63;4.081,62;4.026,91;4.068,75;0
2004-01-14;3.993,33;4.056,23;3.980,33;4.055,21;0
2004-01-13;4.006,85;4.033,67;3.990,61;3.996,22;0
2004-01-12;4.010,05;4.010,05;3.980,19;3.995,91;0
2004-01-09;4.059,1;4.073,33;3.982,83;4.016,18;0
2004-01-08;4.013,15;4.070,47;4.013,15;4.045,43;0
2004-01-07;4.039,65;4.050,99;3.985,95;4.004,4;0
2004-01-06;4.038,42;4.047,03;4.003,48;4.035,44;0
2004-01-05;4.019,94;4.040,98;4.001,49;4.035,9;0
2004-01-02;3.969,04;4.022,96;3.969,04;4.018,5;0
2003-12-30;3.957,93;3.996,28;3.957,93;3.965,16;0
2003-12-29;3.907,57;3.957,23;3.907,57;3.952,72;0
2003-12-23;3.884,1;3.913,26;3.884,1;3.903,34;0
2003-12-22;3.891,67;3.909,41;3.870,56;3.876,94;0
2003-12-19;3.881,97;3.907,91;3.876,44;3.898,42;0
2003-12-18;3.847,32;3.878,89;3.823,71;3.870,88;0
2003-12-17;3.870,16;3.880,07;3.840,96;3.847,57;0
2003-12-16;3.862,82;3.878,63;3.835,94;3.865,98;0
2003-12-15;3.866,92;3.930,26;3.866,92;3.875,47;0
2003-12-12;3.864,59;3.904,43;3.847,63;3.860,13;0
2003-12-11;3.833,22;3.864,34;3.826,93;3.858,85;0
2003-12-10;3.841,87;3.847,93;3.798;3.820,92;0
2003-12-09;3.812,92;3.878,45;3.812,92;3.846,18;0
2003-12-08;3.834,89;3.834,89;3.778,73;3.806,54;0
2003-12-05;3.856,48;3.874,55;3.813,6;3.841,73;0
2003-12-04;3.871,5;3.894,82;3.848,02;3.874,78;0
2003-12-03;3.808,3;3.875,66;3.801,76;3.875,66;0
2003-12-02;3.821,64;3.838,09;3.788,93;3.809,26;0
2003-12-01;3.752,72;3.829,46;3.752,72;3.821,2;0
2003-11-28;3.748,23;3.771,1;3.692,01;3.745,95;0
2003-11-27;3.741,63;3.756,11;3.729,18;3.744,99;0
2003-11-26;3.731,29;3.786,37;3.712,98;3.712,98;0
2003-11-25;3.744,47;3.767,92;3.727,8;3.733,16;0
2003-11-24;3.642,7;3.743,37;3.642,7;3.737,09;0
2003-11-21;3.637,62;3.658,22;3.619,92;3.642,25;0
2003-11-20;3.663,63;3.671,38;3.576,52;3.638,04;0
2003-11-19;3.659,97;3.659,97;3.594,61;3.652,29;0
2003-11-18;3.693,08;3.715,88;3.644,96;3.666,28;0
2003-11-17;3.792,89;3.792,89;3.664,95;3.674,54;0
2003-11-14;3.752,18;3.812,9;3.746,91;3.797,4;0
2003-11-13;3.756,3;3.813,2;3.739,25;3.765,59;0
2003-11-12;3.730,14;3.754,35;3.696,95;3.748,34;0
2003-11-11; ; ; ;3.729,87;0
2003-11-10; ; ; ;3.746,24;0
2003-11-07; ; ; ;3.782,56;0
2003-11-06; ; ; ;3.733,93;0
2003-11-05; ; ; ;3.717,7;0
2003-11-04; ; ; ;3.741,71;0
2003-11-03; ; ; ;3.744,5;0
2003-10-31; ; ; ;3.655,99;0
2003-10-30; ; ; ;3.639,66;0
2003-10-29; ; ; ;3.615,42;0
2003-10-28; ; ; ;3.586,93;0
2003-10-27; ; ; ;3.517,1;0
2003-10-24; ; ; ;3.452,64;0
2003-10-23; ; ; ;3.497,14;0
2003-10-22; ; ; ;3.490,6;0
2003-10-21; ; ; ;3.580,08;0
2003-10-20; ; ; ;3.559,33;0
2003-10-17; ; ; ;3.516,67;0
2003-10-16; ; ; ;3.577,72;0
2003-10-15; ; ; ;3.570,58;0
2003-10-14; ; ; ;3.538,13;0
2003-10-13; ; ; ;3.538,39;0
2003-10-10; ; ; ;3.471,25;0
2003-10-09; ; ; ;3.481,9;0
2003-10-08; ; ; ;3.395,33;0
2003-10-07; ; ; ;3.355,78;0
2003-10-06; ; ; ;3.404,91;0
2003-10-03; ; ; ;3.419;0
2003-10-02; ; ; ;3.276,64;0
2003-10-01; ; ; ;3.329,83;0
2003-09-30; ; ; ;3.256,78;0
2003-09-29; ; ; ;3.323,38;0
2003-09-26; ; ; ;3.324,85;0
2003-09-25; ; ; ;3.326,27;0
2003-09-24; ; ; ;3.307,34;0
2003-09-23; ; ; ;3.411,02;0
2003-09-22; ; ; ;3.456,27;0
2003-09-19; ; ; ;3.578,7;0
2003-09-18; ; ; ;3.612,02;0
2003-09-17; ; ; ;3.561,03;0
2003-09-16; ; ; ;3.564,75;0
2003-09-15; ; ; ;3.516,31;0
2003-09-12; ; ; ;3.508,06;0
2003-09-11; ; ; ;3.566,85;0
2003-09-10; ; ; ;3.536,87;0
2003-09-09; ; ; ;3.593,95;0
2003-09-08; ; ; ;3.641,53;0
2003-09-05; ; ; ;3.607,71;0
2003-09-04; ; ; ;3.668,67;0
2003-09-03; ; ; ;3.647,51;0
2003-09-02; ; ; ;3.567,2;0
2003-09-01; ; ; ;3.571,22;0
2003-08-29; ; ; ;3.484,58;0
2003-08-28; ; ; ;3.492,67;0
2003-08-27; ; ; ;3.483,08;0
2003-08-26; ; ; ;3.455,48;0
2003-08-25; ; ; ;3.500,09;0
2003-08-22; ; ; ;3.549,05;0
2003-08-21; ; ; ;3.565,47;0
2003-08-20; ; ; ;3.501,23;0
2003-08-19; ; ; ;3.504,53;0
2003-08-18; ; ; ;3.507,23;0
2003-08-15; ; ; ;3.443,93;0
2003-08-14; ; ; ;3.452,7;0
2003-08-13; ; ; ;3.398,89;0
2003-08-12; ; ; ;3.381,71;0
2003-08-11; ; ; ;3.339,58;0
2003-08-08; ; ; ;3.332,24;0
2003-08-07; ; ; ;3.331,89;0
2003-08-06; ; ; ;3.375,66;0
2003-08-05; ; ; ;3.438,36;0
2003-08-04; ; ; ;3.405,31;0
2003-08-01; ; ; ;3.438,89;0
2003-07-31; ; ; ;3.487,86;0
2003-07-30; ; ; ;3.429,03;0
2003-07-29; ; ; ;3.428,12;0
2003-07-28; ; ; ;3.417,77;0
2003-07-25; ; ; ;3.356,89;0
2003-07-24; ; ; ;3.374,82;0
2003-07-23; ; ; ;3.304,48;0
2003-07-22; ; ; ;3.318,15;0
2003-07-21; ; ; ;3.287;0
2003-07-18; ; ; ;3.366,71;0
2003-07-17; ; ; ;3.330,68;0
2003-07-16; ; ; ;3.387,64;0
2003-07-15; ; ; ;3.384,69;0
2003-07-14; ; ; ;3.396,07;0
2003-07-11; ; ; ;3.326,51;0
2003-07-10; ; ; ;3.269,84;0
2003-07-09; ; ; ;3.322,43;0
2003-07-08; ; ; ;3.344,46;0
2003-07-07; ; ; ;3.332,87;0
2003-07-04; ; ; ;3.239,61;0
2003-07-03; ; ; ;3.241,92;0
2003-07-02; ; ; ;3.241,04;0
2003-07-01; ; ; ;3.146,55;0
2003-06-30; ; ; ;3.220,58;0
2003-06-27; ; ; ;3.224,66;0
2003-06-26; ; ; ;3.241,22;0
2003-06-25; ; ; ;3.198,82;0
2003-06-24; ; ; ;3.217,34;0
2003-06-23; ; ; ;3.186,39;0
2003-06-20; ; ; ;3.238,98;0
2003-06-19; ; ; ;3.247,11;0
2003-06-18; ; ; ;3.304,15;0
2003-06-17; ; ; ;3.286,48;0
2003-06-16; ; ; ;3.264,5;0
2003-06-13; ; ; ;3.168,71;0
2003-06-12; ; ; ;3.219,47;0
2003-06-11; ; ; ;3.178,15;0
2003-06-10; ; ; ;3.140,34;0
2003-06-09; ; ; ;3.094,76;0
2003-06-06; ; ; ;3.127,46;0
2003-06-05; ; ; ;3.039,76;0
2003-06-04; ; ; ;3.080,02;0
2003-06-03; ; ; ;3.026,82;0
2003-06-02; ; ; ;3.064,56;0
2003-05-30; ; ; ;2.982,68;0
2003-05-29; ; ; ;2.906,71;0
2003-05-28; ; ; ;2.919,54;0
2003-05-27; ; ; ;2.873,6;0
2003-05-26; ; ; ;2.828,28;0
2003-05-23; ; ; ;2.822,83;0
2003-05-22; ; ; ;2.865,21;0
2003-05-21; ; ; ;2.827,25;0
2003-05-20; ; ; ;2.838,93;0
2003-05-19; ; ; ;2.850,68;0
2003-05-16; ; ; ;2.989,08;0
2003-05-15; ; ; ;2.989,38;0
2003-05-14; ; ; ;2.926,03;0
2003-05-13; ; ; ;2.909,95;0
2003-05-12; ; ; ;2.937,26;0
2003-05-09; ; ; ;2.956,59;0
2003-05-08; ; ; ;2.886,08;0
2003-05-07; ; ; ;3.005,64;0
2003-05-06; ; ; ;3.066,95;0
2003-05-05; ; ; ;3.013,04;0
2003-05-02; ; ; ;2.986;0
2003-05-01; ; ; ;2.942,04;0
2003-04-30; ; ; ;2.942,04;0
2003-04-29; ; ; ;2.908,96;0
2003-04-28; ; ; ;2.953,92;0
2003-04-25; ; ; ;2.838,23;0
2003-04-24; ; ; ;2.891,62;0
2003-04-23; ; ; ;2.974,4;0
2003-04-22; ; ; ;2.960,96;0
2003-04-21; ; ; ;2.899,78;0
2003-04-18; ; ; ;2.899,78;0
2003-04-17; ; ; ;2.899,78;0
2003-04-16; ; ; ;2.824,68;0
2003-04-15; ; ; ;2.834,12;0
2003-04-14; ; ; ;2.776,78;0
2003-04-11; ; ; ;2.733,95;0
2003-04-10; ; ; ;2.697,1;0
2003-04-09; ; ; ;2.734,1;0
2003-04-08; ; ; ;2.767,79;0
2003-04-07; ; ; ;2.808,94;0
2003-04-04; ; ; ;2.654,07;0
2003-04-03; ; ; ;2.569,81;0
2003-04-02; ; ; ;2.589,35;0
2003-04-01; ; ; ;2.450,19;0
2003-03-31; ; ; ;2.423,87;0
2003-03-28; ; ; ;2.520,84;0
2003-03-27; ; ; ;2.584,05;0
2003-03-26; ; ; ;2.579,33;0
2003-03-25; ; ; ;2.636,1;0
2003-03-24; ; ; ;2.548,37;0
2003-03-21; ; ; ;2.715,06;0
2003-03-20; ; ; ;2.604,85;0
2003-03-19; ; ; ;2.615,22;0
2003-03-18; ; ; ;2.584,61;0
2003-03-17; ; ; ;2.487,12;0
2003-03-14; ; ; ;2.403,19;0
2003-03-13; ; ; ;2.354,31;0
2003-03-12; ; ; ;2.202,96;0
2003-03-11; ; ; ;2.305,3;0
2003-03-10; ; ; ;2.329,04;0
2003-03-07; ; ; ;2.431,66;0
2003-03-06; ; ; ;2.437,51;0
2003-03-05; ; ; ;2.498,02;0
2003-03-04; ; ; ;2.501,03;0
2003-03-03; ; ; ;2.549,65;0
2003-02-28; ; ; ;2.547,05;0
2003-02-27; ; ; ;2.513,22;0
2003-02-26; ; ; ;2.450,2;0
2003-02-25; ; ; ;2.485,5;0
2003-02-24; ; ; ;2.571,35;0
2003-02-21; ; ; ;2.648,87;0
2003-02-20; ; ; ;2.591,26;0
2003-02-19; ; ; ;2.624,65;0
2003-02-18; ; ; ;2.740,14;0
2003-02-17; ; ; ;2.708,97;0
2003-02-14; ; ; ;2.674,46;0
2003-02-13; ; ; ;2.555,27;0
2003-02-12; ; ; ;2.571,25;0
2003-02-11; ; ; ;2.627;0
2003-02-10; ; ; ;2.586,09;0
2003-02-07; ; ; ;2.569,34;0
2003-02-06; ; ; ;2.649;0
2003-02-05; ; ; ;2.725,88;0
2003-02-04; ; ; ;2.632,98;0
2003-02-03; ; ; ;2.751,99;0
2003-01-31; ; ; ;2.747,83;0
2003-01-30; ; ; ;2.693,78;0
2003-01-29; ; ; ;2.706,57;0
2003-01-28; ; ; ;2.671,36;0
2003-01-27; ; ; ;2.643,8;0
2003-01-24; ; ; ;2.717,82;0
2003-01-23; ; ; ;2.811,22;0
2003-01-22; ; ; ;2.803,25;0
2003-01-21; ; ; ;2.870,57;0
2003-01-20; ; ; ;2.893,55;0
2003-01-17; ; ; ;2.918,82;0
2003-01-16; ; ; ;3.054,11;0
2003-01-15; ; ; ;3.049,4;0
2003-01-14; ; ; ;3.098,72;0
2003-01-13; ; ; ;3.060,65;0
2003-01-10; ; ; ;3.037,33;0
2003-01-09; ; ; ;3.037,68;0
2003-01-08; ; ; ;2.993;0
2003-01-07; ; ; ;3.112,77;0
2003-01-06; ; ; ;3.157,25;0
2003-01-03; ; ; ;3.092,94;0
2003-01-02; ; ; ;3.105,04;0
2002-12-30; ; ; ;2.891,13;0
2002-12-27; ; ; ;2.840;0
2002-12-23; ; ; ;3.000,84;0
2002-12-20; ; ; ;3.024,22;0
2002-12-19; ; ; ;2.961,41;0
2002-12-18; ; ; ;3.022,69;0
2002-12-17; ; ; ;3.139,97;0
2002-12-16; ; ; ;3.205,29;0
2002-12-13; ; ; ;3.077,06;0
2002-12-12; ; ; ;3.111,88;0
2002-12-11; ; ; ;3.196,05;0
2002-12-10; ; ; ;3.167,99;0
2002-12-09; ; ; ;3.065,57;0
2002-12-06; ; ; ;3.207,53;0
2002-12-05; ; ; ;3.224,74;0
2002-12-04; ; ; ;3.320,75;0
2002-12-03; ; ; ;3.280,49;0
2002-12-02; ; ; ;3.380,2;0
2002-11-29; ; ; ;3.320,32;0
2002-11-28; ; ; ;3.360,76;0
2002-11-27; ; ; ;3.346,14;0
2002-11-26; ; ; ;3.191,63;0
2002-11-25; ; ; ;3.299,24;0
2002-11-22; ; ; ;3.320,88;0
2002-11-21; ; ; ;3.304,63;0
2002-11-20; ; ; ;3.212,99;0
2002-11-19; ; ; ;3.206,93;0
2002-11-18; ; ; ;3.218,36;0
2002-11-15; ; ; ;3.191,76;0
2002-11-14; ; ; ;3.188,39;0
2002-11-13; ; ; ;3.066,42;0
2002-11-12; ; ; ;3.115,88;0
2002-11-11; ; ; ;3.042,06;0
2002-11-08; ; ; ;3.095,19;0
2002-11-07; ; ; ;3.155,66;0
2002-11-06; ; ; ;3.298,84;0
2002-11-05; ; ; ;3.351,32;0
2002-11-04; ; ; ;3.327,94;0
2002-11-01; ; ; ;3.165,16;0
2002-10-31; ; ; ;3.152,85;0
2002-10-30; ; ; ;3.113,59;0
2002-10-29; ; ; ;3.022,01;0
2002-10-28; ; ; ;3.198,96;0
2002-10-25; ; ; ;3.102,01;0
2002-10-24; ; ; ;3.090,01;0
2002-10-23; ; ; ;3.015,42;0
2002-10-22; ; ; ;3.155,97;0
2002-10-21; ; ; ;3.282,67;0
2002-10-18; ; ; ;3.163,67;0
2002-10-17; ; ; ;3.172,46;0
2002-10-16; ; ; ;3.008,93;0
2002-10-15; ; ; ;3.048,27;0
2002-10-14; ; ; ;2.850,11;0
2002-10-11; ; ; ;2.930,74;0
2002-10-10; ; ; ;2.733,19;0
2002-10-09; ; ; ;2.597,88;0
2002-10-08; ; ; ;2.622,09;0
2002-10-07; ; ; ;2.667,39;0
2002-10-04; ; ; ;2.714,62;0
2002-10-03; ; ; ;2.813,3;0
2002-10-02; ; ; ;2.926,74;0
2002-10-01; ; ; ;2.865,23;0
2002-09-30; ; ; ;2.769,03;0
2002-09-27; ; ; ;2.918,9;0
2002-09-26; ; ; ;3.020,6;0
2002-09-25; ; ; ;2.962,5;0
2002-09-24; ; ; ;2.873,21;0
2002-09-23; ; ; ;2.914,25;0
2002-09-20; ; ; ;3.065,73;0
2002-09-19; ; ; ;3.007,47;0
2002-09-18; ; ; ;3.124,92;0
2002-09-17; ; ; ;3.289,13;0
2002-09-16; ; ; ;3.319,05;0
2002-09-13; ; ; ;3.361,28;0
2002-09-12; ; ; ;3.421,87;0
2002-09-11; ; ; ;3.584,69;0
2002-09-10; ; ; ;3.494,69;0
2002-09-09; ; ; ;3.429,22;0
2002-09-06; ; ; ;3.485,68;0
2002-09-05; ; ; ;3.354,71;0
2002-09-04; ; ; ;3.425,9;0
2002-09-03; ; ; ;3.398,99;0
2002-09-02; ; ; ;3.609,41;0
2002-08-30; ; ; ;3.712,94;0
2002-08-29; ; ; ;3.660,95;0
2002-08-28; ; ; ;3.682,84;0
2002-08-27; ; ; ;3.851,34;0
2002-08-26; ; ; ;3.783,84;0
2002-08-23; ; ; ;3.828,26;0
2002-08-22; ; ; ;3.906,55;0
2002-08-21; ; ; ;3.868,17;0
2002-08-20; ; ; ;3.768,51;0
2002-08-19; ; ; ;3.837,67;0
2002-08-16; ; ; ;3.684,69;0
2002-08-15; ; ; ;3.665,74;0
2002-08-14; ; ; ;3.589,92;0
2002-08-13; ; ; ;3.683,21;0
2002-08-12; ; ; ;3.647,13;0
2002-08-09; ; ; ;3.760,86;0
2002-08-08; ; ; ;3.679,26;0
2002-08-07; ; ; ;3.465,54;0
2002-08-06; ; ; ;3.568,64;0
2002-08-05; ; ; ;3.332,65;0
2002-08-02; ; ; ;3.532,49;0
2002-08-01; ; ; ;3.606,45;0
2002-07-31; ; ; ;3.700,14;0
2002-07-30; ; ; ;3.878,94;0
2002-07-29; ; ; ;3.859,78;0
2002-07-26; ; ; ;3.579;0
2002-07-25; ; ; ;3.520,46;0
2002-07-24; ; ; ;3.632,66;0
2002-07-23; ; ; ;3.515,83;0
2002-07-22; ; ; ;3.691,43;0
2002-07-19; ; ; ;3.891,88;0
2002-07-18; ; ; ;4.100,75;0
2002-07-17; ; ; ;4.092,82;0
2002-07-16; ; ; ;3.977,75;0
2002-07-15; ; ; ;3.912,51;0
2002-07-12; ; ; ;4.130,8;0
2002-07-11; ; ; ;4.118,5;0
2002-07-10; ; ; ;4.190,22;0
2002-07-09; ; ; ;4.369,76;0
2002-07-08; ; ; ;4.442,33;0
2002-07-05; ; ; ;4.483,03;0
2002-07-04; ; ; ;4.258,62;0
2002-07-03; ; ; ;4.138,15;0
2002-07-02; ; ; ;4.195,95;0
2002-07-01; ; ; ;4.366,81;0
2002-06-28; ; ; ;4.382,56;0
2002-06-27; ; ; ;4.259,43;0
2002-06-26; ; ; ;4.099,05;0
2002-06-25; ; ; ;4.202,97;0
2002-06-24; ; ; ;4.127,21;0
2002-06-21; ; ; ;4.232,4;0
2002-06-20; ; ; ;4.245,68;0
2002-06-19; ; ; ;4.354,82;0
2002-06-18; ; ; ;4.433,85;0
2002-06-17; ; ; ;4.475,1;0
2002-06-14; ; ; ;4.303,85;0
2002-06-13; ; ; ;4.470,14;0
2002-06-12; ; ; ;4.510,19;0
2002-06-11; ; ; ;4.606,09;0
2002-06-10; ; ; ;4.589,26;0
2002-06-07; ; ; ;4.610,18;0
2002-06-06; ; ; ;4.657,52;0
2002-06-05; ; ; ;4.624,31;0
2002-06-04; ; ; ;4.625,79;0
2002-06-03; ; ; ;4.747,95;0
2002-05-31; ; ; ;4.818,3;0
2002-05-30; ; ; ;4.761,96;0
2002-05-29; ; ; ;4.881,8;0
2002-05-28; ; ; ;4.918,58;0
2002-05-27; ; ; ;4.961,54;0
2002-05-24; ; ; ;4.899,13;0
2002-05-23; ; ; ;4.879,5;0
2002-05-22; ; ; ;4.919,5;0
2002-05-21; ; ; ;4.984,61;0
2002-05-20; ; ; ;4.998,99;0
2002-05-17; ; ; ;5.036,41;0
2002-05-16; ; ; ;5.047,45;0
2002-05-15; ; ; ;5.072,39;0
2002-05-14; ; ; ;5.049,08;0
2002-05-13; ; ; ;4.975,48;0
2002-05-10; ; ; ;4.871,7;0
2002-05-09; ; ; ;4.966,48;0
2002-05-08; ; ; ;5.028,59;0
2002-05-07; ; ; ;4.872,41;0
2002-05-06; ; ; ;4.880,67;0
2002-05-03; ; ; ;4.882,77;0
2002-05-02; ; ; ;4.964,56;0
2002-05-01; ; ; ;5.041,2;0
2002-04-30; ; ; ;5.041,2;0
2002-04-29; ; ; ;5.008,04;0
2002-04-26; ; ; ;5.000,38;0
2002-04-25; ; ; ;5.054,41;0
2002-04-24; ; ; ;5.160,14;0
2002-04-23; ; ; ;5.192,1;0
2002-04-22; ; ; ;5.205,48;0
