Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
2006-02-15;5.766,6;5.790,27;5.744,96;5.764,37;0
2006-02-14;5.759,66;5.786,69;5.717,44;5.763,4;0
2006-02-13;5.699,44;5.756,33;5.683,88;5.756,33;0
2006-02-10;5.730,09;5.745,49;5.696,02;5.701,47;0
2006-02-09;5.694,46;5.743,68;5.694,46;5.743,68;0
2006-02-08;5.627,75;5.675,56;5.598,05;5.666,41;0
2006-02-07;5.680,01;5.699,35;5.630,11;5.672,92;0
2006-02-06;5.667,18;5.702,76;5.649,28;5.666,78;0
2006-02-03;5.662,69;5.686,44;5.614,29;5.657,12;0
2006-02-02;5.738,5;5.760,63;5.644,11;5.649,6;0
2006-02-01;5.662,05;5.733,56;5.643,4;5.726,53;0
2006-01-31;5.667,7;5.697,01;5.635,81;5.674,15;5.238.490.000
2006-01-30;5.636,24;5.670,39;5.619,07;5.660,03;4.021.040.000
2006-01-27;5.586,48;5.650,95;5.585,37;5.647,42;6.771.040.000
2006-01-26;5.433,05;5.549,08;5.422,26;5.548,91;7.642.000.000
2006-01-25;5.346,36;5.430,09;5.339,01;5.427,09;7.082.760.000
2006-01-24;5.350,77;5.369,58;5.321,27;5.334,3;4.703.360.000
2006-01-23;5.311,9;5.350,24;5.290,49;5.348,72;3.983.690.000
2006-01-20;5.433,69;5.447,37;5.344,52;5.349,02;5.450.590.000
2006-01-19;5.411,34;5.438,91;5.410,29;5.430,84;4.259.620.000
2006-01-18;5.419,18;5.426,82;5.363,64;5.395,61;4.765.950.000
2006-01-17;5.481,86;5.481,86;5.448,87;5.460,16;3.684.530.000
2006-01-16;5.464,98;5.515,26;5.462,54;5.514,64;2.591.680.000
2006-01-13;5.531,73;5.531,73;5.463,78;5.483,09;5.153.950.000
2006-01-12;5.533,25;5.553,48;5.516,24;5.542,13;4.545.020.000
2006-01-11;5.524,2;5.537,48;5.515,67;5.532,89;4.717.180.000
2006-01-10;5.528,06;5.528,28;5.482,18;5.494,71;4.674.970.000
2006-01-09;5.543,34;5.553,55;5.532,84;5.537,11;3.930.700.000
2006-01-06;5.521,52;5.537,58;5.507,92;5.536,32;3.399.650.000
2006-01-05;5.521,86;5.526,41;5.502,25;5.516,53;4.126.970.000
2006-01-04;5.494,46;5.523,67;5.477,6;5.523,62;4.930.950.000
2006-01-03;5.451,34;5.496,46;5.440,74;5.460,68;4.330.790.000
2006-01-02;5.410,24;5.451,57;5.409,28;5.449,98;1.377.230.000
2005-12-30;5.446,79;5.446,79;5.385,07;5.408,26;1.560.170.000
2005-12-29;5.464;5.469,96;5.447,13;5.458,58;1.694.710.000
2005-12-28;5.437,28;5.460,39;5.432,3;5.447,15;1.810.690.000
2005-12-27;5.422,07;5.454,51;5.419,55;5.444,84;1.219.780.000
2005-12-23;5.410,09;5.425,62;5.405,92;5.419,05;1.716.410.000
2005-12-22;5.390,01;5.403,13;5.387,46;5.398,28;2.510.650.000
2005-12-21;5.367,81;5.400,33;5.367,68;5.397,23;3.410.940.000
2005-12-20;5.331,82;5.365,6;5.322,83;5.356,6;3.168.980.000
2005-12-19;5.342,93;5.357,67;5.336,27;5.350,18;3.441.530.000
2005-12-16;5.303,32;5.356,67;5.302,68;5.353,66;8.538.010.000
2005-12-15;5.294,86;5.304,57;5.279,33;5.295,82;3.579.350.000
2005-12-14;5.315,16;5.321,11;5.274,97;5.286,76;4.263.440.000
2005-12-13;5.305,66;5.313,2;5.285,67;5.310,28;3.856.120.000
2005-12-12;5.316,46;5.331,06;5.290,91;5.301,21;3.308.440.000
2005-12-09;5.268,28;5.294,38;5.262,04;5.282,13;3.247.900.000
2005-12-08;5.230,83;5.286,75;5.222,24;5.286,75;4.013.600.000
2005-12-07;5.292,5;5.308,79;5.248,73;5.266,75;4.625.060.000
2005-12-06;5.271,35;5.309,93;5.267,71;5.300,85;3.418.140.000
2005-12-05;5.303,92;5.306,09;5.251,86;5.266,86;3.779.230.000
2005-12-02;5.292,2;5.307,99;5.275,3;5.307,99;3.780.550.000
2005-12-01;5.210,54;5.266,62;5.208,49;5.266,55;4.362.110.000
2005-11-30;5.183,78;5.209,56;5.166,39;5.193,4;3.795.850.000
2005-11-29;5.167,37;5.218,43;5.155,34;5.199,48;3.623.600.000
2005-11-28;5.218,28;5.241;5.167,91;5.176,59;4.001.340.000
2005-11-25;5.186,91;5.194,31;5.178,65;5.194,27;2.122.550.000
2005-11-24;5.193,15;5.204,14;5.171,56;5.187,98;2.574.100.000
2005-11-23;5.194,55;5.203,38;5.172,79;5.196,08;3.333.470.000
2005-11-22;5.178,96;5.182,73;5.161,35;5.174,72;4.074.720.000
2005-11-21;5.140,35;5.179,55;5.127,07;5.170,61;3.435.550.000
2005-11-18;5.129,12;5.162,51;5.108,93;5.123,5;5.395.720.000
2005-11-17;5.097,67;5.130,21;5.089,67;5.099,72;4.587.030.000
2005-11-16;5.108,06;5.114,66;5.063,86;5.081,46;3.991.150.000
2005-11-15;5.082,38;5.115,65;5.074,48;5.110,61;3.869.530.000
2005-11-14;5.083,27;5.106,98;5.075,63;5.092,43;2.734.490.000
2005-11-11;5.046,23;5.092,8;5.046,23;5.090,75;3.819.190.000
2005-11-10;5.024,06;5.047,84;5.003,11;5.015,55;4.085.130.000
2005-11-09;5.018,25;5.031,87;4.999,12;5.011,38;4.014.880.000
2005-11-08;5.033,43;5.047,51;4.993,67;5.008,83;3.491.890.000
2005-11-07;4.994,54;5.033,99;4.983,75;5.024,2;3.465.580.000
2005-11-04;5.004,28;5.013,95;4.976,29;4.995,24;4.324.310.000
2005-11-03;4.973,04;5.013,75;4.966,33;5.011;4.990.460.000
2005-11-02;4.921,11;4.954,83;4.891,62;4.954,83;5.350.950.000
2005-11-01;4.922,91;4.938,39;4.907,69;4.922,55;3.572.610.000
2005-10-31;4.854,59;4.930,92;4.854,59;4.929,07;4.515.520.000
2005-10-28;4.802,66;4.835,49;4.762,75;4.825,64;0
2005-10-27;4.878,35;4.878,35;4.793,1;4.806,05;0
2005-10-26;4.877,03;4.914,94;4.866,57;4.900,79;0
2005-10-25;4.918,04;4.930,89;4.871,89;4.872,97;0
2005-10-24;4.838,25;4.905,46;4.836,41;4.901,79;0
2005-10-21;4.846,8;4.870,81;4.831,75;4.838,4;0
2005-10-20;4.903,98;4.931,95;4.852,56;4.864,25;0
2005-10-19;4.902,22;4.902,22;4.825,96;4.845,98;0
2005-10-18;4.982,3;4.993,19;4.943,19;4.947,18;0
2005-10-17;4.987,66;4.999;4.965,63;4.978,83;0
2005-10-14;4.954,37;4.988,5;4.933,16;4.975,56;0
2005-10-13;4.977,74;4.993,58;4.929,11;4.950,07;0
2005-10-12;5.005,25;5.017,87;4.955,82;4.981,77;0
2005-10-11;5.020,3;5.065,17;5.020,3;5.032,46;0
2005-10-10;5.027,28;5.057,13;5.006,57;5.022,79;0
2005-10-07;5.004,13;5.032,66;4.984,45;5.007,77;0
2005-10-06;5.037,5;5.037,5;4.980,62;5.017,27;0
2005-10-05;5.111,66;5.111,66;5.067,21;5.069,42;0
2005-10-04;5.084,7;5.138,02;5.064,8;5.138,02;0
2005-10-03;5.060,99;5.083,56;5.050,22;5.082,07;0
2005-09-30;5.055,86;5.061,84;5.021,14;5.044,12;0
2005-09-29;5.050,87;5.059,86;5.003,98;5.021,17;0
2005-09-28;4.983,64;5.052,35;4.983,64;5.048,74;0
2005-09-27;4.979,84;4.992,63;4.957,29;4.965,88;0
2005-09-26;4.938,18;5.000,17;4.938,18;4.998,16;0
2005-09-23;4.867,04;4.887,46;4.855,58;4.882,58;0
2005-09-22;4.857,51;4.872,53;4.827,86;4.849,01;0
2005-09-21;4.933,56;4.933,56;4.870,7;4.875,22;0
2005-09-20;4.934,03;4.967,31;4.927,98;4.962,86;0
2005-09-19;4.928,14;4.948,9;4.872,64;4.926,13;0
2005-09-16;4.913,74;5.001,79;4.911,74;4.986,5;0
2005-09-15;4.903,85;4.925,21;4.888,79;4.905,98;0
2005-09-14;4.906,91;4.934,61;4.888,03;4.911,17;0
2005-09-13;4.989,72;4.993,3;4.899,32;4.901,88;0
2005-09-12;5.028,49;5.035,39;4.979,85;4.989,98;0
2005-09-09;4.999,11;5.020,47;4.971,24;5.005,93;0
2005-09-08;4.990,06;4.999,42;4.967,96;4.992,75;0
2005-09-07;4.977,92;5.004,23;4.967,68;4.988,14;0
2005-09-06;4.903,39;4.969,42;4.901,9;4.968,28;0
2005-09-05;4.853,6;4.909,89;4.850,53;4.909,89;0
2005-09-02;4.841,38;4.861,93;4.819,1;4.837,81;0
2005-09-01;4.846,66;4.874,89;4.816,67;4.842,94;0
2005-08-31;4.795,3;4.834,9;4.791,47;4.829,69;0
2005-08-30;4.828,07;4.837,23;4.784,57;4.791,72;0
2005-08-29;4.756,68;4.815,98;4.726,33;4.812,24;0
2005-08-26;4.860,21;4.878,92;4.783,8;4.783,8;0
2005-08-25;4.886,35;4.886,35;4.847,9;4.856,01;0
2005-08-24;4.907,16;4.920,85;4.874,52;4.915,95;0
2005-08-23;4.925,36;4.931,74;4.897,14;4.917,74;0
2005-08-22;4.933,74;4.954,41;4.929,19;4.941,69;0
2005-08-19;4.854,89;4.930,83;4.851,88;4.929,91;0
2005-08-18;4.876,6;4.884,14;4.834,16;4.851,27;0
2005-08-17;4.872,33;4.881,3;4.841,34;4.871,46;0
2005-08-16;4.939,73;4.953,46;4.875,92;4.883,81;0
2005-08-15;4.935,22;4.951,33;4.916,09;4.922,34;0
2005-08-12;4.969,24;4.972,73;4.929,78;4.937,33;0
2005-08-11;4.966,64;4.981,11;4.938,15;4.953,93;0
2005-08-10;4.920,77;4.990,57;4.920,77;4.990,57;0
2005-08-09;4.835,83;4.909,48;4.835,35;4.909,48;0
2005-08-08;4.837,05;4.862,27;4.827,3;4.837,86;0
2005-08-05;4.856,63;4.868,2;4.827,18;4.827,18;0
2005-08-04;4.922,59;4.930,4;4.870,43;4.874,06;0
2005-08-03;4.930,41;4.934,94;4.901,51;4.923,12;0
2005-08-02;4.894,46;4.933,4;4.894,22;4.932,87;0
2005-08-01;4.882,39;4.912,39;4.878,17;4.890,85;0
2005-07-29;4.896,46;4.913,02;4.874,78;4.886,5;0
2005-07-28;4.870,07;4.900,29;4.859,94;4.892,5;0
2005-07-27;4.844,06;4.858,64;4.839,77;4.855,35;0
2005-07-26;4.835,79;4.858,24;4.827,89;4.843,49;0
2005-07-25;4.843,69;4.853,03;4.819,42;4.842,7;0
2005-07-22;4.826,15;4.852,36;4.815,41;4.836,9;0
2005-07-21;4.803,77;4.865,72;4.803,29;4.829,87;0
2005-07-20;4.759,51;4.785,92;4.757,56;4.784,5;0
2005-07-19;4.725,72;4.770,54;4.719,29;4.770,54;0
2005-07-18;4.717,59;4.732,7;4.705,29;4.719,57;0
2005-07-15;4.702;4.723,65;4.691,2;4.712,9;0
2005-07-14;4.686,8;4.715,47;4.686,8;4.699,27;0
2005-07-13;4.656,91;4.682,82;4.655,92;4.679,89;0
2005-07-12;4.661,77;4.666,08;4.637,62;4.653,03;0
2005-07-11;4.616,36;4.663,38;4.616,36;4.663,38;0
2005-07-08;4.560,43;4.597,97;4.559,57;4.597,97;0
2005-07-07;4.595,23;4.595,23;4.444,94;4.530,18;0
2005-07-06;4.607,57;4.636,96;4.607,57;4.615,49;0
2005-07-05;4.621,42;4.624,08;4.578,08;4.603,65;0
2005-07-04;4.620,86;4.627,35;4.610,31;4.623,41;0
2005-07-01;4.584,44;4.623,8;4.579,51;4.617,07;0
2005-06-30;4.577,56;4.607,21;4.576,03;4.586,28;0
2005-06-29;4.569,29;4.597,16;4.560,08;4.583,63;0
2005-06-28;4.530,79;4.557,46;4.528,42;4.557,46;0
2005-06-27;4.547,27;4.547,27;4.517,44;4.523,82;0
2005-06-24;4.602,35;4.602,35;4.561,37;4.566,48;0
2005-06-23;4.624,79;4.637,34;4.604,19;4.627,48;0
2005-06-22;4.610,41;4.635,71;4.599,17;4.619,6;0
2005-06-21;4.600,15;4.615,87;4.594,98;4.608,11;0
2005-06-20;4.601,99;4.603,1;4.560,49;4.586,86;0
2005-06-17;4.588,2;4.623,58;4.585,03;4.604,57;0
2005-06-16;4.563,75;4.585,79;4.554,42;4.579,87;0
2005-06-15;4.601,47;4.608,29;4.537,91;4.548,42;0
2005-06-14;4.593,81;4.598,81;4.579,32;4.591,69;0
2005-06-13;4.597,33;4.604,25;4.567,09;4.599,21;0
2005-06-10;4.580,91;4.601,05;4.571,32;4.586,1;0
2005-06-09;4.550,92;4.568,2;4.535,51;4.562,75;0
2005-06-08;4.552,09;4.567,13;4.543,75;4.557,29;0
2005-06-07;4.507,61;4.570,43;4.507,61;4.566,01;0
2005-06-06;4.514,59;4.521,89;4.490,12;4.497,26;0
2005-06-03;4.544,73;4.551,89;4.501,17;4.510,39;0
2005-06-02;4.521,71;4.542,83;4.515,04;4.532,17;0
2005-06-01;4.467,32;4.530,07;4.467,04;4.527,17;0
2005-05-31;4.480;4.480,68;4.459,2;4.460,63;0
2005-05-30;4.445,21;4.482,02;4.440,36;4.480,43;0
2005-05-27;4.442,66;4.453,01;4.431,59;4.444,71;0
2005-05-26;4.391,58;4.442,94;4.389,29;4.436,6;0
2005-05-25;4.393,43;4.404,56;4.377,32;4.389,54;0
2005-05-24;4.412,42;4.413,59;4.382,91;4.396,64;0
2005-05-23;4.383,02;4.410,73;4.374,49;4.406,95;0
2005-05-20;4.358,66;4.386,76;4.351,33;4.360,68;0
2005-05-19;4.338,17;4.364,41;4.337,53;4.360,42;0
2005-05-18;4.273,99;4.326,21;4.268,63;4.324,6;0
2005-05-17;4.274,29;4.276,93;4.232,67;4.251,77;0
2005-05-16;4.266,82;4.273,88;4.251,99;4.262,18;0
2005-05-13;4.255,62;4.275,81;4.241,67;4.275,7;0
2005-05-12;4.265,22;4.280,69;4.255,38;4.267,05;0
2005-05-11;4.246,88;4.273,28;4.232,4;4.244,16;0
2005-05-10;4.299,64;4.306,18;4.245,26;4.251,13;0
2005-05-09;4.305,69;4.306,32;4.277,64;4.292,41;0
2005-05-06;4.297,14;4.314,98;4.276,16;4.311,06;0
2005-05-05;4.271,03;4.306,15;4.271,03;4.299,51;0
2005-05-04;4.249,19;4.264,8;4.225,21;4.264,35;0
2005-05-03;4.229,99;4.245,67;4.218,06;4.245,54;0
2005-05-02;4.208,63;4.235,64;4.205,05;4.224,02;0
2005-04-29;4.163,23;4.208,32;4.159,66;4.184,84;0
2005-04-28;4.204,72;4.215,35;4.159,87;4.178,1;0
2005-04-27;4.219,65;4.219,65;4.157,51;4.189,02;0
2005-04-26;4.247,05;4.247,47;4.209,95;4.233,76;0
2005-04-25;4.214,97;4.249,86;4.204,93;4.246,96;0
2005-04-22;4.210,18;4.235,4;4.208,75;4.223,04;0
2005-04-21;4.160,26;4.210,82;4.159,95;4.193,7;0
2005-04-20;4.215,19;4.224,21;4.166,53;4.178,62;0
2005-04-19;4.211,26;4.225,56;4.192,33;4.204,61;0
2005-04-18;4.266,27;4.266,27;4.182,86;4.202,2;0
2005-04-15;4.381,45;4.384,51;4.309,25;4.312,25;0
2005-04-14;4.385,61;4.422,88;4.380,87;4.402,05;0
2005-04-13;4.395,34;4.410,95;4.393,06;4.405,69;0
2005-04-12;4.395,88;4.401,8;4.366,25;4.372,12;0
2005-04-11;4.388,81;4.406,11;4.380,48;4.396,09;0
2005-04-08;4.399,44;4.413,24;4.393,43;4.400,68;0
2005-04-07;4.368,35;4.394,18;4.354,78;4.389,52;0
2005-04-06;4.373,16;4.379,18;4.360,81;4.379,18;0
2005-04-05;4.356,62;4.366,71;4.352,85;4.362,61;0
2005-04-04;4.355,84;4.357,97;4.323,24;4.341,39;0
2005-04-01;4.348,03;4.393,2;4.347,53;4.373,53;0
2005-03-31;4.369,27;4.376,27;4.344,63;4.348,77;0
2005-03-30;4.325,97;4.347,52;4.320,01;4.347,52;0
2005-03-29;4.331,96;4.352,15;4.308,92;4.351,89;0
2005-03-24;4.325,24;4.347,72;4.315,73;4.343,6;0
2005-03-23;4.291,38;4.325,2;4.275,55;4.317,2;0
2005-03-22;4.301,24;4.323,96;4.281,75;4.320,69;0
2005-03-21;4.322,47;4.336,81;4.295,39;4.296,36;0
2005-03-18;4.316,93;4.339,5;4.310,46;4.327,18;0
2005-03-17;4.307,73;4.322,82;4.295,7;4.315,92;0
2005-03-16;4.378,96;4.384,77;4.301,38;4.309,11;0
2005-03-15;4.370,38;4.392,17;4.369,84;4.387,69;0
2005-03-14;4.353,73;4.371,28;4.340,02;4.367,3;0
2005-03-11;4.359,93;4.379,94;4.353,56;4.360,49;0
2005-03-10;4.358,29;4.365,41;4.330,21;4.337,68;0
2005-03-09;4.395,24;4.428,54;4.365,23;4.375,6;0
2005-03-08;4.417,11;4.422,89;4.388,11;4.396,5;0
2005-03-07;4.424,77;4.435,31;4.417,56;4.428,09;0
2005-03-04;4.380,73;4.424,28;4.373,3;4.423,52;0
2005-03-03;4.378,72;4.399,88;4.371,65;4.373,27;0
2005-03-02;4.374,95;4.396,67;4.363,86;4.393,43;0
2005-03-01;4.345,24;4.388,42;4.335,04;4.383,62;0
2005-02-28;4.360,34;4.375,8;4.346,24;4.350,49;0
2005-02-25;4.327,7;4.352,16;4.327,1;4.348,64;0
2005-02-24;4.304,74;4.311,68;4.288,62;4.304,29;0
2005-02-23;4.293,65;4.310,66;4.276,01;4.310,66;0
2005-02-22;4.347,3;4.350,1;4.304,55;4.323,21;0
2005-02-21;4.363,21;4.373,15;4.342,21;4.353,34;0
2005-02-18;4.363,47;4.390,2;4.351,02;4.359,47;0
2005-02-17;4.370,32;4.387,9;4.359,63;4.369,68;0
2005-02-16;4.392,79;4.392,79;4.348,66;4.368,77;0
2005-02-15;4.386,33;4.409,09;4.377,3;4.402,03;0
2005-02-14;4.395,37;4.398,79;4.372,52;4.386,4;0
2005-02-11;4.355,22;4.391,79;4.355,22;4.387,8;0
2005-02-10;4.362,54;4.367,91;4.338,96;4.342,01;0
2005-02-09;4.373,48;4.387,22;4.344,46;4.353,15;0
2005-02-08;4.369,07;4.376,6;4.356,45;4.371,39;0
2005-02-07;4.342,75;4.373,9;4.342,75;4.366,35;0
2005-02-04;4.295,39;4.340,27;4.295,25;4.339,28;0
2005-02-03;4.297,16;4.302,4;4.273,42;4.281,64;0
2005-02-02;4.282,55;4.300,05;4.279,9;4.296,31;0
2005-02-01;4.256,65;4.281,05;4.249,69;4.279,97;0
2005-01-31;4.211,86;4.258,41;4.211,86;4.254,85;0
2005-01-28;4.225,36;4.235,34;4.188,21;4.201,81;0
2005-01-27;4.209,93;4.224,3;4.185,63;4.216,41;0
2005-01-26;4.235,8;4.245,08;4.211,61;4.214,12;0
2005-01-25;4.193,54;4.241,34;4.189,51;4.233,95;0
2005-01-24;4.195,37;4.201,89;4.160,83;4.201,89;0
2005-01-21;4.213,28;4.221,83;4.198,34;4.213,7;0
2005-01-20;4.230,74;4.230,74;4.198,94;4.220,43;0
2005-01-19;4.259,67;4.269,73;4.241,04;4.245,55;0
2005-01-18;4.239,54;4.256,22;4.207,74;4.250,71;0
2005-01-17;4.235,94;4.254,38;4.235,94;4.245,51;0
2005-01-14;4.191,14;4.236,09;4.191,14;4.232,36;0
2005-01-13;4.218,21;4.234,09;4.200,62;4.212,14;0
2005-01-12;4.257,64;4.258,34;4.193,24;4.208,82;0
2005-01-11;4.305,86;4.314,38;4.247,78;4.258,01;0
2005-01-10;4.311,86;4.324,38;4.291,25;4.307,37;0
2005-01-07;4.297,99;4.325,77;4.288,26;4.316,4;0
2005-01-06;4.260,37;4.300,99;4.260,37;4.300,94;0
2005-01-05;4.262,21;4.274,65;4.242,07;4.258,24;0
2005-01-04;4.281,63;4.306,69;4.276,55;4.290,5;0
2005-01-03;4.260,92;4.310,3;4.251,37;4.291,53;0
2004-12-30;4.254,38;4.261,96;4.251,06;4.256,08;0
2004-12-29;4.270,56;4.272,18;4.240,02;4.247,75;0
2004-12-28;4.253,81;4.262,05;4.242,59;4.261,79;0
2004-12-27;4.254,41;4.262,24;4.235,36;4.235,36;0
2004-12-23;4.234,05;4.253,68;4.234,05;4.251,62;0
2004-12-22;4.232,44;4.252,2;4.229,83;4.241,28;0
2004-12-21;4.201,43;4.221,61;4.199,42;4.214,39;0
2004-12-20;4.178,17;4.227,69;4.176,38;4.211,55;0
2004-12-17;4.235,78;4.241,82;4.173,59;4.182,27;0
2004-12-16;4.216,36;4.235,78;4.216,05;4.233,71;0
2004-12-15;4.239,39;4.243,76;4.211,93;4.213,69;0
2004-12-14;4.234,36;4.250,05;4.224,18;4.231,3;0
2004-12-13;4.189,34;4.228,99;4.188,21;4.219,24;0
2004-12-10;4.167,54;4.182,96;4.153,41;4.174,55;0
2004-12-09;4.197,95;4.206,61;4.131,24;4.150,41;0
2004-12-08;4.185,07;4.213,43;4.172,55;4.201,35;0
2004-12-07;4.197,5;4.231,46;4.192,28;4.212,62;0
2004-12-06;4.199,25;4.204,44;4.184,36;4.193,91;0
2004-12-03;4.225,38;4.233,52;4.191,1;4.208,87;0
2004-12-02;4.202,72;4.227,83;4.186,33;4.216,4;0
2004-12-01;4.108,55;4.187,71;4.107,62;4.186,03;0
2004-11-30;4.161,62;4.165,52;4.113,48;4.126;0
2004-11-29;4.160,89;4.219,05;4.146,98;4.146,98;0
2004-11-26;4.147,03;4.159,13;4.135,53;4.154,27;0
2004-11-25;4.137,06;4.161,55;4.131,13;4.160,35;0
2004-11-24;4.140,25;4.140,25;4.114,27;4.125,3;0
2004-11-23;4.143,72;4.160,22;4.107,4;4.113,37;0
2004-11-22;4.115,91;4.123,98;4.088,59;4.123,98;0
2004-11-19;4.179,76;4.202,45;4.133,22;4.134,89;0
2004-11-18;4.167,15;4.191,04;4.160,28;4.178,68;0
2004-11-17;4.126,6;4.183,41;4.116,21;4.183,41;0
2004-11-16;4.139,49;4.144,02;4.106,87;4.117,22;0
2004-11-15;4.162,93;4.171,98;4.130,11;4.134,34;0
2004-11-12;4.149,01;4.162,37;4.135,88;4.143,35;0
2004-11-11;4.081,06;4.141,15;4.078,09;4.130,81;0
2004-11-10;4.074,43;4.103,51;4.074,43;4.089,13;0
2004-11-09;4.075,63;4.086,06;4.058,99;4.065,33;0
2004-11-08;4.063,83;4.081,01;4.051,61;4.068,97;0
2004-11-05;4.075,01;4.111,78;4.048,05;4.063,58;0
2004-11-04;4.032,61;4.041,38;4.013,87;4.041,38;0
2004-11-03;4.061,41;4.073,53;4.028,24;4.039,04;0
2004-11-02;4.017,83;4.042,36;4.010,6;4.037,57;0
2004-11-01;3.961,18;4.017,85;3.959,25;4.012,64;0
2004-10-29;3.965;3.994,19;3.950,3;3.960,25;0
2004-10-28;3.951,7;3.975,82;3.947,93;3.959,59;0
2004-10-27;3.882,02;3.929,03;3.866,17;3.929,03;0
2004-10-26;3.861,5;3.870,89;3.843,58;3.862,26;0
2004-10-25;3.880,48;3.880,48;3.838,98;3.854,41;0
2004-10-22;3.932,62;3.968,47;3.924,43;3.935,14;0
2004-10-21;3.929,36;3.947,1;3.894,88;3.934,06;0
2004-10-20;3.918,36;3.918,36;3.889,72;3.912,4;0
2004-10-19;3.944,74;3.983,45;3.944,74;3.964,13;0
2004-10-18;3.926,51;3.937,4;3.897,61;3.915,17;0
2004-10-15;3.937,21;3.937,21;3.897,48;3.922,11;0
2004-10-14;3.961,34;3.961,34;3.928,9;3.940,46;0
2004-10-13;3.968,5;4.015,7;3.968,5;3.976,03;0
2004-10-12;4.011,22;4.011,22;3.943,74;3.966,48;0
2004-10-11;4.011,83;4.026,99;4.004,93;4.017,82;0
2004-10-08;4.028,79;4.065,98;4.001,52;4.015,54;0
2004-10-07;4.062,94;4.077,33;4.034,26;4.043,36;0
2004-10-06;4.046,3;4.062,19;4.030,74;4.049,66;0
2004-10-05;4.034,3;4.078,5;4.023,75;4.048,71;0
2004-10-04;4.005,64;4.059,27;4.005,64;4.033,28;0
2004-10-01;3.895,15;3.996,11;3.895,15;3.994,96;0
2004-09-30;3.934,59;3.950,66;3.887,83;3.892,9;0
2004-09-29;3.883,59;3.944,13;3.883,59;3.920,36;0
2004-09-28;3.867,5;3.888,85;3.848,28;3.882,27;0
2004-09-27;3.905,74;3.905,74;3.859,37;3.874,37;0
2004-09-24;3.900,52;3.917,72;3.887,84;3.910,3;0
2004-09-23;3.927,41;3.929,32;3.895,13;3.905,66;0
2004-09-22;3.989,85;3.999,47;3.935,76;3.942,35;0
2004-09-21;3.977,07;3.998,5;3.968,63;3.991,02;0
2004-09-20;3.986,33;3.986,33;3.954,16;3.977,68;0
2004-09-17;3.962,82;4.000,13;3.955,82;3.988,07;0
2004-09-16;3.941,57;3.968,14;3.940,96;3.963,65;0
2004-09-15;3.949,55;3.970,99;3.928,32;3.941,75;0
2004-09-14;3.954,49;3.955,04;3.933,26;3.947,75;0
2004-09-13;3.890,29;3.953,31;3.890,29;3.953,31;0
2004-09-10;3.855,41;3.896,6;3.855,41;3.886,03;0
2004-09-09;3.867,97;3.867,97;3.836,04;3.851,22;0
2004-09-08;3.890,69;3.898,73;3.875,4;3.884,16;0
2004-09-07;3.888,54;3.905,11;3.873,53;3.889,04;0
2004-09-06;3.867,45;3.891,62;3.867,45;3.887,58;0
2004-09-03;3.834,68;3.882,78;3.823,2;3.866,99;0
2004-09-02;3.814,99;3.844,53;3.797,98;3.833,45;0
2004-09-01;3.794,17;3.827,87;3.792,25;3.817,62;0
2004-08-31;3.829,74;3.829,74;3.778,19;3.785,21;0
2004-08-30;3.848,8;3.852,94;3.818,75;3.838,85;0
2004-08-27;3.833,49;3.856,03;3.811,7;3.851,18;0
2004-08-26;3.796,58;3.839,32;3.796,58;3.832,28;0
2004-08-25;3.790,13;3.801,76;3.770,78;3.788,88;0
2004-08-24;3.771,09;3.799,89;3.766,39;3.771;0
2004-08-23;3.722,23;3.782,37;3.722,23;3.772,14;0
2004-08-20;3.716,6;3.723,84;3.689,86;3.712,61;0
2004-08-19;3.729,87;3.758,51;3.706,1;3.722,99;0
2004-08-18;3.704,8;3.728,41;3.677,93;3.726,5;0
2004-08-17;3.696,21;3.735,84;3.679,22;3.705,73;0
2004-08-16;3.643,08;3.703,41;3.618,58;3.699,11;0
2004-08-13;3.648,89;3.662,78;3.618,69;3.646,99;0
2004-08-12;3.683,66;3.708,33;3.632,45;3.658,11;0
2004-08-11;3.722,61;3.731,45;3.636,96;3.678,91;0
2004-08-10;3.691,61;3.721,31;3.685,92;3.720,64;0
2004-08-09;3.726,51;3.736,55;3.666,05;3.690,33;0
2004-08-06;3.818,78;3.818,78;3.719,46;3.727,74;0
2004-08-05;3.834,27;3.858,66;3.828,69;3.829,03;0
2004-08-04;3.867,47;3.867,47;3.807,25;3.823,74;0
2004-08-03;3.869,14;3.891,78;3.864,79;3.877,32;0
2004-08-02;3.891,18;3.891,18;3.841,73;3.862,71;0
2004-07-30;3.900,89;3.911,3;3.867,08;3.895,61;0
2004-07-29;3.815,36;3.895,35;3.815,36;3.889,68;0
2004-07-28;3.829,04;3.856,66;3.797,74;3.807,21;0
2004-07-27;3.755,43;3.815,12;3.755,43;3.814,08;0
2004-07-26;3.795,66;3.811,38;3.749,04;3.752,59;0
2004-07-23;3.805,3;3.824,76;3.785,29;3.797,33;0
2004-07-22;3.867,21;3.867,21;3.796,29;3.801,05;0
2004-07-21;3.849,64;3.899,42;3.849,64;3.877,48;0
2004-07-20;3.809,36;3.839,73;3.785,34;3.837,6;0
2004-07-19;3.845,03;3.845,8;3.812,63;3.812,63;0
2004-07-16;3.848,14;3.883,06;3.837,63;3.845,93;0
2004-07-15;3.898,2;3.898,2;3.847,19;3.847,19;0
2004-07-14;3.894,57;3.898,84;3.851,35;3.898,84;0
